,tr|A0A013SC14|A0A013SC14_9GAMM,tr|A0A014C0I1|A0A014C0I1_9GAMM,tr|A0A014CTT5|A0A014CTT5_9GAMM,tr|A0A014CYJ5|A0A014CYJ5_9GAMM,tr|A0A014DBK2|A0A014DBK2_9GAMM,tr|A0A014DF73|A0A014DF73_9GAMM,tr|A0A014DTW4|A0A014DTW4_9GAMM,tr|A0A014ERD2|A0A014ERD2_9GAMM,tr|A0A014EY43|A0A014EY43_9GAMM,tr|A0A062MUQ9|A0A062MUQ9_9GAMM,tr|A0A062SKN2|A0A062SKN2_ACIBA,tr|A0A0B9XD40|A0A0B9XD40_ACIBA,tr|A0A0D7RKI7|A0A0D7RKI7_ACIBA,tr|A0A0E2G842|A0A0E2G842_ACINO,tr|A0A0J1AAD8|A0A0J1AAD8_ACIBA,tr|A0A1A0GJR9|A0A1A0GJR9_ACICA,tr|A0A1E2YIW5|A0A1E2YIW5_ACIPI,tr|A0A222A490|A0A222A490_ACIBA,tr|A0A2I8CNP8|A0A2I8CNP8_ACIBA,tr|A0A380UP52|A0A380UP52_ACIBA,tr|A0A3R9CTV7|A0A3R9CTV7_9GAMM,tr|A0A429KBM0|A0A429KBM0_ACIPI,tr|A0A4S2I392|A0A4S2I392_ACIBA,tr|A0A5Q0RTC1|A0A5Q0RTC1_ACINO,tr|A0A654KWT3|A0A654KWT3_ACIBM,tr|A0A6H3EIC4|A0A6H3EIC4_ACIBA,tr|A0A6H3SZL5|A0A6H3SZL5_ACIBA,tr|A0A6I4HNW0|A0A6I4HNW0_ACIBA,tr|A0A7L5SDU3|A0A7L5SDU3_ACIBA,tr|A0A7U3Y540|A0A7U3Y540_ACIB5,tr|A0A7U4BL76|A0A7U4BL76_ACIBA,tr|A0A7U4DDP9|A0A7U4DDP9_ACIBC,tr|A0A809JEU6|A0A809JEU6_ACIBA,tr|A0A836YKJ7|A0A836YKJ7_ACIBA,tr|A0A858S8D6|A0A858S8D6_ACIBA,tr|A0A8I1H555|A0A8I1H555_ACIPI,tr|R8YIW4|R8YIW4_ACIPI,tr|R8YZV0|R8YZV0_9GAMM,UPI0001B8E889,UPI00021B74FF,UPI0002833C81,UPI0002CDB8F9,UPI0002CEB95E,UPI0002D06098,UPI0003DF332C,UPI00041B1D67,UPI000448D735,UPI00044B3C22,UPI0004528C5E,UPI000465DD76,UPI0004A1512E,UPI00053BE3ED,UPI00057F5BD2,UPI000598E9A5,UPI0005EBC436,UPI000676019C,UPI0006A10499,UPI00070D9D1A,UPI0007C2C2E7,UPI0008107558,UPI000826DFED,UPI0009418B6D,UPI000947C4E1,UPI00095358E5,UPI000993BFAD,UPI0009B684A9,UPI0009D431EA,UPI0009D5EFF7,UPI000A333B80,UPI000A3C595B,UPI000A56000F,UPI000ABBCD72,UPI000B191CBD,UPI000B379ED3,UPI000B3FB7CD,UPI000B3FF0EF,UPI000B707648,UPI000B7BDBD5,UPI000B941B4D,UPI000BA793E0,UPI000BF6C523,UPI000BF99BCB,UPI000C04E9E8,UPI000D0126B3,UPI000D0164A9,UPI000D019E67,UPI000D01D32D,UPI000D0210B6,UPI000D021B2B,UPI000D644E28,UPI000DE6C838,UPI000DE7578B,UPI000DE7676B,UPI000DF499FC,UPI000E09C972,UPI000E09D640,UPI000F73DB0A,UPI000FBD780B,UPI0010A41630,UPI0010FD69BC,UPI0011206592,UPI00112344B9,UPI0011270E02,UPI00116BC0EF,UPI00116C204E,UPI0011922E70,UPI0012315F46,UPI001250885B,UPI00128002D8,UPI001283D1DC,UPI001284C7E1,UPI0013BD02D0,UPI00140FE8A4,UPI00143B8028,UPI00143CE0FE,UPI001487FA23,UPI00159C67B3,UPI00178CD137,UPI001897A862,UPI001898ED10,UPI0018994DFF,UPI0018999BB6,UPI00189BB2CB,UPI0018A9C75D,UPI00190048A7,UPI00190F5A66,UPI00191285C9,UPI00192ADBAF,UPI00197D70CD,UPI001A9BF9B4,UPI001B98E43D,UPI001BDBC038,UPI001C0434EA,UPI001C04481A,UPI001C0D5BEF,UPI001C1ED1F8,UPI001C62DD7D,UPI001CDB6A6E,UPI001CDD7851,UPI001D098812,UPI001D1746F9,UPI001D18106E,UPI001D186782,UPI001D188B34,UPI001D18B4D7,UPI001D18BD7B,UPI001D18F217,UPI001D190248,UPI001D191494,UPI001D194C4C,UPI001D196AC2,UPI001EE84E53,UPI001F07071F,UPI001F4EC3DD,UPI001F552102,UPI001FB207CD,UPI001FB29965,UPI001FB2C529,UPI001FB33651,UPI001FB45941,UPI001FB56787,UPI001FF6A730,UPI002017ABB1,UPI002024E08D
UPI00190F5A66,0.018692,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.018692,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009346,0.0,0.0,0.0,0.0,0.009346,0.009346,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.056075,0.0,0.009346,0.0,0.0,0.0,0.0,0.0,0.0,0.084112,0.074766,0.028037,0.831776,0.82243,0.0,0.0,0.0,0.0,0.0,0.82243,0.0,0.0,0.0,0.0,0.056075,0.0,0.0,0.018692,0.0,0.831776,0.82243,0.0,0.018692,0.0,0.82243,0.0,0.084112,0.009346,0.018692,0.831776,0.009346,0.0,0.0,0.0,0.009346,0.0,0.009346,0.009346,0.009346,0.009346,0.009346,0.009346,0.0,0.009346,0.084112,0.0,0.009346,0.0,0.0,0.0,0.82243,0.0,0.0,0.261682,0.233645,0.0,0.82243,0.831776,0.882979,0.084112,0.074766,0.875,0.82243,0.831776,0.009346,0.018692,0.009346,0.0,0.82243,0.0,0.084112,0.0,0.831776,0.635514,0.82243,0.018692,0.0,0.0,0.0,0.0,0.0,0.018692,0.0,0.0,0.0,0.0,0.841121,0.084112,0.009346,0.093458,0.0,0.0,0.018692,0.084112,0.0,0.0,0.0,0.0,0.0,0.831776,0.0,0.0,0.0,0.0,0.056075,0.0,0.0,0.833333,0.831776,0.841121,0.0,0.0,0.831776,0.841121,0.0,0.0,0.0
UPI00191285C9,0.03125,0.001953,0.001953,0.001953,0.001953,0.001953,0.001953,0.001953,0.001953,0.001953,0.001953,0.001953,0.009766,0.001953,0.013672,0.037109,0.001953,0.003906,0.017578,0.007812,0.001953,0.029297,0.025391,0.011719,0.009766,0.015625,0.013672,0.003906,0.003906,0.003906,0.009766,0.019531,0.013672,0.001953,0.003906,0.009766,0.015625,0.046875,0.003906,0.003906,0.019531,0.011719,0.017578,0.025391,0.013672,0.011719,0.056641,0.048828,0.037109,0.019048,0.002933,0.003906,0.002833,0.007812,0.003906,0.012121,0.0,0.002825,0.010081,0.023438,0.031311,0.041016,0.003906,0.015625,0.007859,0.027344,0.021739,0.0,0.003906,0.027344,0.010846,0.00304,0.002841,0.052734,0.011719,0.005859,0.016949,0.025391,0.021484,0.019531,0.011719,0.023438,0.003906,0.011719,0.013672,0.011719,0.011719,0.011719,0.011719,0.013672,0.019531,0.048828,0.003906,0.013672,0.011719,0.011719,0.01002,0.0,0.009766,0.003906,0.021635,0.011933,0.005859,0.005263,0.021053,0.0,0.072266,0.070312,0.010417,0.0,0.015873,0.027344,0.021611,0.013672,0.011719,0.0,0.01073,0.074219,0.005102,0.0,0.005602,0.0,0.009823,0.042969,0.015625,0.0,0.0,0.011719,0.037109,0.017578,0.017578,0.010204,0.002024,0.004348,0.046875,0.011719,0.0,0.003906,0.009843,0.03125,0.062035,0.002899,0.03118,0.00289,0.002985,0.002994,0.018349,0.002959,0.00295,0.002941,0.002967,0.042969,0.003906,0.003906,0.0,0.017301,0.016327,0.009324,0.008949,0.031142,0.035019,0.003906,0.023438,0.011719
UPI00192ADBAF,0.035156,0.009766,0.009766,0.009766,0.009766,0.009766,0.009766,0.009766,0.009766,0.009766,0.009766,0.009766,0.001953,0.009766,0.021484,0.044922,0.009766,0.011719,0.023438,0.015625,0.009766,0.037109,0.029297,0.003906,0.001953,0.007812,0.021484,0.011719,0.011719,0.011719,0.001953,0.027344,0.021484,0.009766,0.009766,0.001953,0.023438,0.052734,0.011719,0.011719,0.027344,0.003906,0.025391,0.029297,0.005859,0.003906,0.060547,0.054688,0.037109,0.0,0.014663,0.011719,0.002833,0.007812,0.011719,0.018182,0.022472,0.002825,0.002016,0.027344,0.035225,0.050781,0.011719,0.007812,0.015717,0.03125,0.0,0.021739,0.011719,0.035156,0.017354,0.015198,0.002841,0.058594,0.003906,0.013672,0.0,0.025391,0.029297,0.011719,0.019531,0.027344,0.011719,0.003906,0.005859,0.003906,0.003906,0.003906,0.003906,0.021484,0.011719,0.058594,0.011719,0.005859,0.019531,0.003906,0.002004,0.016949,0.017578,0.011719,0.026442,0.002387,0.013672,0.026316,0.0,0.0,0.082031,0.080078,0.0,0.015936,0.0,0.03125,0.02947,0.005859,0.003906,0.022099,0.002146,0.083984,0.005102,0.012821,0.014006,0.024691,0.017682,0.037109,0.023438,0.0,0.011719,0.0,0.042969,0.025391,0.025391,0.004082,0.010121,0.013043,0.056641,0.003906,0.0,0.011719,0.001969,0.035156,0.064516,0.002899,0.024499,0.00289,0.002985,0.002994,0.0,0.002959,0.00295,0.002941,0.002967,0.052734,0.011719,0.007812,0.011905,0.0,0.0,0.002331,0.002237,0.034602,0.035019,0.011719,0.015625,0.003906
UPI00197D70CD,0.023438,0.035156,0.035156,0.035156,0.035156,0.035156,0.035156,0.035156,0.035156,0.035156,0.035156,0.035156,0.041016,0.035156,0.023438,0.019531,0.035156,0.033203,0.046875,0.041016,0.035156,0.027344,0.025391,0.042969,0.041016,0.046875,0.025391,0.037109,0.037109,0.037109,0.041016,0.029297,0.035156,0.035156,0.035156,0.041016,0.021484,0.037109,0.037109,0.037109,0.029297,0.042969,0.027344,0.029297,0.044922,0.042969,0.041016,0.037109,0.068359,0.042857,0.029326,0.037109,0.03966,0.039062,0.037109,0.044444,0.022472,0.039548,0.040323,0.023438,0.031311,0.033203,0.037109,0.046875,0.041257,0.027344,0.038043,0.021739,0.033203,0.023438,0.041215,0.030395,0.039773,0.041016,0.042969,0.039062,0.038136,0.037109,0.029297,0.03125,0.033203,0.017578,0.037109,0.042969,0.044922,0.042969,0.042969,0.042969,0.042969,0.025391,0.050781,0.039062,0.037109,0.044922,0.025391,0.042969,0.04008,0.025424,0.042969,0.037109,0.03125,0.0358,0.039062,0.026316,0.036842,0.042553,0.064453,0.0625,0.0625,0.031873,0.043651,0.027344,0.033399,0.044922,0.042969,0.022099,0.032189,0.066406,0.038265,0.029915,0.030812,0.024691,0.043222,0.066406,0.025391,0.018692,0.037109,0.042969,0.0,0.027344,0.023438,0.040816,0.032389,0.030435,0.037109,0.042969,0.015748,0.037109,0.041339,0.007812,0.044665,0.028986,0.060134,0.028902,0.035821,0.026946,0.041284,0.035503,0.026549,0.035294,0.035608,0.035156,0.037109,0.037109,0.02381,0.044983,0.040816,0.039627,0.038031,0.038062,0.038911,0.037109,0.027344,0.042969
UPI001A9BF9B4,0.023438,0.015625,0.015625,0.015625,0.015625,0.015625,0.015625,0.015625,0.015625,0.015625,0.015625,0.015625,0.023438,0.015625,0.005859,0.027344,0.015625,0.017578,0.03125,0.021484,0.015625,0.017578,0.017578,0.025391,0.023438,0.029297,0.007812,0.017578,0.017578,0.017578,0.023438,0.009766,0.025391,0.015625,0.017578,0.023438,0.007812,0.039062,0.017578,0.017578,0.009766,0.025391,0.007812,0.017578,0.027344,0.025391,0.046875,0.041016,0.050781,0.028571,0.008798,0.017578,0.016997,0.021484,0.017578,0.026263,0.011236,0.016949,0.022177,0.015625,0.023483,0.033203,0.017578,0.029297,0.021611,0.019531,0.032609,0.01087,0.015625,0.019531,0.023861,0.009119,0.017045,0.044922,0.025391,0.019531,0.025424,0.019531,0.011719,0.013672,0.023438,0.015625,0.017578,0.025391,0.027344,0.025391,0.025391,0.025391,0.025391,0.003906,0.033203,0.041016,0.017578,0.027344,0.005859,0.025391,0.024048,0.008475,0.023438,0.017578,0.024038,0.016706,0.019531,0.015789,0.031579,0.0,0.0625,0.060547,0.010417,0.007968,0.02381,0.019531,0.011788,0.027344,0.025391,0.01105,0.015021,0.064453,0.017857,0.008547,0.011204,0.012346,0.023576,0.056641,0.001953,0.0,0.017578,0.025391,0.027344,0.0,0.009766,0.02449,0.012146,0.008696,0.039062,0.025391,0.0,0.017578,0.023622,0.021484,0.049628,0.005797,0.042316,0.00578,0.01194,0.002994,0.027523,0.011834,0.00295,0.011765,0.011869,0.035156,0.017578,0.017578,0.02381,0.024221,0.020408,0.020979,0.020134,0.034602,0.038911,0.017578,0.015625,0.025391
UPI001B98E43D,0.017578,0.015625,0.015625,0.015625,0.015625,0.015625,0.015625,0.015625,0.015625,0.015625,0.015625,0.015625,0.023438,0.015625,0.003906,0.023438,0.015625,0.017578,0.027344,0.021484,0.015625,0.017578,0.011719,0.025391,0.023438,0.029297,0.007812,0.017578,0.017578,0.017578,0.023438,0.011719,0.019531,0.015625,0.017578,0.023438,0.001953,0.035156,0.017578,0.017578,0.011719,0.025391,0.009766,0.015625,0.027344,0.025391,0.042969,0.037109,0.050781,0.02381,0.008798,0.017578,0.022663,0.021484,0.017578,0.026263,0.0,0.022599,0.022177,0.009766,0.017613,0.029297,0.017578,0.029297,0.021611,0.013672,0.021739,0.0,0.013672,0.013672,0.02603,0.009119,0.022727,0.041016,0.025391,0.019531,0.021186,0.019531,0.009766,0.013672,0.017578,0.009766,0.017578,0.025391,0.027344,0.025391,0.025391,0.025391,0.025391,0.005859,0.033203,0.037109,0.017578,0.027344,0.005859,0.025391,0.024048,0.004237,0.023438,0.017578,0.016827,0.016706,0.019531,0.005263,0.021053,0.010638,0.0625,0.060547,0.020833,0.003984,0.019841,0.013672,0.013752,0.027344,0.025391,0.0,0.015021,0.064453,0.022959,0.004274,0.011204,0.0,0.023576,0.056641,0.007812,0.0,0.017578,0.025391,0.023438,0.009766,0.0,0.02449,0.012146,0.008696,0.035156,0.025391,0.0,0.017578,0.023622,0.017578,0.047146,0.011594,0.046771,0.011561,0.01791,0.008982,0.022936,0.017751,0.00885,0.017647,0.017804,0.03125,0.017578,0.017578,0.0,0.020761,0.020408,0.025641,0.024609,0.020761,0.023346,0.017578,0.013672,0.025391
UPI001BDBC038,0.034694,0.008163,0.008163,0.008163,0.008163,0.008163,0.008163,0.008163,0.008163,0.008163,0.008163,0.008163,0.002041,0.008163,0.020408,0.044898,0.008163,0.010204,0.022449,0.014286,0.008163,0.036735,0.028571,0.004082,0.002041,0.008163,0.020408,0.010204,0.010204,0.010204,0.002041,0.026531,0.020408,0.008163,0.008163,0.002041,0.022449,0.053061,0.008163,0.010204,0.026531,0.002041,0.02449,0.028571,0.006122,0.0,0.061224,0.055102,0.034694,0.109524,0.076246,0.008163,0.0,0.004082,0.010204,0.008163,0.146067,0.0,0.034694,0.026531,0.036735,0.05102,0.010204,0.008163,0.020408,0.030612,0.125,0.141304,0.010204,0.034694,0.017354,0.079027,0.0,0.059184,0.004082,0.012245,0.097458,0.02449,0.028571,0.012245,0.018367,0.026531,0.010204,0.004082,0.006122,0.004082,0.004082,0.004082,0.004082,0.020408,0.012245,0.059184,0.010204,0.006122,0.018367,0.004082,0.002041,0.110169,0.014286,0.010204,0.076923,0.054893,0.010204,0.142105,0.121053,0.0,0.083673,0.079592,0.0,0.103586,0.09127,0.030612,0.034694,0.006122,0.004082,0.143646,0.049356,0.085714,0.002551,0.029915,0.022409,0.160494,0.022449,0.038776,0.022449,0.0,0.010204,0.004082,0.040816,0.02449,0.02449,0.0,0.044898,0.017391,0.057143,0.004082,0.0,0.010204,0.002041,0.034694,0.062035,0.0,0.024499,0.0,0.0,0.0,0.105505,0.0,0.0,0.0,0.0,0.053061,0.010204,0.008163,0.059524,0.079585,0.004082,0.0,0.002237,0.110727,0.038911,0.010204,0.016327,0.004082
UPI001C0434EA,0.026316,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008097,0.0,0.008097,0.032389,0.0,0.002024,0.016194,0.006073,0.0,0.024291,0.020243,0.010121,0.008097,0.01417,0.008097,0.002024,0.002024,0.002024,0.008097,0.012146,0.012146,0.0,0.002024,0.008097,0.010121,0.044534,0.002024,0.002024,0.01417,0.010121,0.010121,0.018219,0.012146,0.010121,0.052632,0.046559,0.036437,0.019048,0.0,0.002024,0.050992,0.006073,0.002024,0.044534,0.0,0.050847,0.008097,0.018219,0.02834,0.038462,0.002024,0.01417,0.012146,0.022267,0.021739,0.0,0.002024,0.022267,0.047722,0.0,0.051136,0.050607,0.010121,0.004049,0.016949,0.020243,0.016194,0.01417,0.010121,0.018219,0.002024,0.010121,0.012146,0.010121,0.010121,0.010121,0.010121,0.008097,0.018219,0.046559,0.002024,0.012146,0.006073,0.010121,0.034413,0.0,0.008097,0.002024,0.019231,0.009547,0.004049,0.005263,0.021053,0.0,0.068826,0.066802,0.0,0.0,0.015873,0.022267,0.022267,0.012146,0.010121,0.0,0.008584,0.07085,0.048469,0.0,0.002801,0.0,0.01417,0.044534,0.010121,0.0,0.002024,0.010121,0.032389,0.012146,0.012146,0.044898,0.0,0.0,0.044534,0.010121,0.0,0.002024,0.016194,0.026316,0.101737,0.0,0.069042,0.0,0.0,0.0,0.018349,0.0,0.0,0.0,0.0,0.040486,0.002024,0.002024,0.0,0.013841,0.012245,0.048951,0.04698,0.027682,0.031128,0.002024,0.018219,0.010121
UPI001C04481A,0.030435,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013043,0.0,0.004348,0.030435,0.0,0.0,0.030435,0.013043,0.0,0.021739,0.030435,0.013043,0.013043,0.013043,0.0,0.0,0.0,0.0,0.013043,0.008696,0.026087,0.0,0.004348,0.013043,0.008696,0.043478,0.0,0.0,0.013043,0.017391,0.008696,0.021739,0.013043,0.017391,0.043478,0.03913,0.052174,0.290476,0.0,0.0,0.43913,0.008696,0.004348,0.0,0.325843,0.434783,0.013043,0.026087,0.030435,0.034783,0.0,0.013043,0.0,0.030435,0.331522,0.315217,0.004348,0.021739,0.0,0.0,0.443478,0.03913,0.013043,0.0,0.23913,0.026087,0.021739,0.013043,0.021739,0.017391,0.004348,0.013043,0.017391,0.013043,0.013043,0.013043,0.013043,0.004348,0.013043,0.034783,0.0,0.013043,0.0,0.013043,0.013043,0.226087,0.013043,0.0,0.030435,0.013043,0.0,0.305263,0.321053,0.0,0.056522,0.052174,0.0,0.16087,0.169565,0.030435,0.004348,0.013043,0.013043,0.320442,0.013043,0.065217,0.269565,0.152174,0.0,0.358025,0.0,0.078261,0.004348,0.841121,0.004348,0.013043,0.030435,0.008696,0.008696,0.017391,0.0,0.0,0.030435,0.013043,0.866142,0.0,0.013043,0.026087,0.256522,0.36087,0.078261,0.356522,0.417391,0.395652,0.279817,0.408696,0.378261,0.4,0.408696,0.03913,0.004348,0.0,0.464286,0.013043,0.013043,0.121739,0.043478,0.030435,0.030435,0.004348,0.021739,0.013043
UPI001C0D5BEF,0.039062,0.046875,0.046875,0.046875,0.046875,0.046875,0.046875,0.046875,0.046875,0.046875,0.046875,0.046875,0.054688,0.046875,0.035156,0.041016,0.046875,0.046875,0.058594,0.052734,0.046875,0.039062,0.039062,0.056641,0.054688,0.060547,0.037109,0.048828,0.048828,0.048828,0.054688,0.042969,0.042969,0.046875,0.048828,0.054688,0.033203,0.027344,0.048828,0.048828,0.042969,0.056641,0.041016,0.042969,0.058594,0.056641,0.019531,0.009766,0.082031,0.033333,0.026393,0.048828,0.065156,0.052734,0.044922,0.058586,0.005618,0.064972,0.054435,0.037109,0.04501,0.009766,0.048828,0.060547,0.053045,0.041016,0.027174,0.005435,0.044922,0.035156,0.058568,0.027356,0.065341,0.013672,0.056641,0.050781,0.029661,0.050781,0.041016,0.044922,0.044922,0.03125,0.048828,0.056641,0.058594,0.056641,0.056641,0.056641,0.056641,0.037109,0.064453,0.001953,0.048828,0.058594,0.037109,0.056641,0.056112,0.012712,0.054688,0.048828,0.043269,0.047733,0.050781,0.010526,0.026316,0.042553,0.066406,0.064453,0.072917,0.01992,0.035714,0.041016,0.045187,0.058594,0.056641,0.005525,0.04721,0.068359,0.061224,0.021368,0.030812,0.006173,0.05501,0.078125,0.037109,0.084112,0.046875,0.056641,0.037109,0.039062,0.035156,0.057143,0.044534,0.030435,0.0,0.056641,0.070866,0.048828,0.055118,0.03125,0.014888,0.055072,0.080178,0.054913,0.062687,0.053892,0.03211,0.06213,0.053097,0.061765,0.062315,0.011719,0.048828,0.048828,0.011905,0.041522,0.040816,0.060606,0.058166,0.034602,0.038911,0.048828,0.041016,0.056641
UPI001C1ED1F8,0.035156,0.009766,0.009766,0.009766,0.009766,0.009766,0.009766,0.009766,0.009766,0.009766,0.009766,0.009766,0.001953,0.009766,0.021484,0.044922,0.009766,0.011719,0.023438,0.015625,0.009766,0.037109,0.029297,0.003906,0.001953,0.007812,0.021484,0.011719,0.011719,0.011719,0.001953,0.027344,0.021484,0.009766,0.009766,0.001953,0.023438,0.052734,0.011719,0.011719,0.027344,0.003906,0.025391,0.029297,0.005859,0.003906,0.060547,0.054688,0.035156,0.0,0.01173,0.011719,0.002833,0.007812,0.011719,0.018182,0.022472,0.002825,0.002016,0.027344,0.035225,0.050781,0.011719,0.007812,0.015717,0.03125,0.0,0.021739,0.011719,0.035156,0.017354,0.012158,0.002841,0.056641,0.003906,0.013672,0.0,0.025391,0.029297,0.011719,0.019531,0.027344,0.011719,0.003906,0.005859,0.003906,0.003906,0.003906,0.003906,0.021484,0.011719,0.058594,0.011719,0.005859,0.019531,0.003906,0.002004,0.016949,0.017578,0.011719,0.024038,0.0,0.013672,0.026316,0.0,0.0,0.082031,0.080078,0.0,0.015936,0.0,0.03125,0.02947,0.005859,0.003906,0.022099,0.002146,0.083984,0.005102,0.012821,0.011204,0.024691,0.017682,0.037109,0.023438,0.009346,0.011719,0.003906,0.042969,0.025391,0.025391,0.004082,0.010121,0.013043,0.056641,0.0,0.0,0.011719,0.001969,0.035156,0.062035,0.002899,0.024499,0.00289,0.002985,0.002994,0.0,0.002959,0.00295,0.002941,0.002967,0.052734,0.011719,0.007812,0.011905,0.0,0.0,0.002331,0.002237,0.034602,0.035019,0.011719,0.015625,0.003906
UPI001C62DD7D,0.015748,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.023622,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007874,0.0,0.023622,0.0,0.007874,0.007874,0.007874,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.047244,0.0,0.007874,0.0,0.0,0.0,0.0,0.015748,0.0,0.070866,0.062992,0.007874,0.850394,0.732283,0.0,0.0,0.0,0.0,0.0,0.850394,0.0,0.0,0.0,0.0,0.047244,0.007874,0.0,0.047244,0.0,0.850394,0.850394,0.0,0.015748,0.0,0.826772,0.0,0.062992,0.007874,0.007874,0.850394,0.007874,0.0,0.0,0.0,0.007874,0.0,0.007874,0.007874,0.007874,0.007874,0.007874,0.007874,0.0,0.03937,0.070866,0.007874,0.015748,0.0,0.007874,0.0,0.850394,0.0,0.007874,0.141732,0.11811,0.007874,0.850394,0.850394,0.882979,0.07874,0.070866,0.875,0.850394,0.850394,0.007874,0.047244,0.015748,0.007874,0.850394,0.0,0.07874,0.007874,0.850394,0.464567,0.858268,0.055118,0.0,0.0,0.093458,0.0,0.0,0.015748,0.0,0.0,0.0,0.0,0.866142,0.070866,0.0,0.0,0.0,0.0,0.015748,0.062992,0.0,0.0,0.0,0.0,0.0,0.850394,0.0,0.0,0.0,0.0,0.047244,0.0,0.0,0.833333,0.850394,0.858268,0.0,0.0,0.850394,0.850394,0.0,0.0,0.0
UPI001CDB6A6E,0.03125,0.001953,0.001953,0.001953,0.001953,0.001953,0.001953,0.001953,0.001953,0.001953,0.001953,0.001953,0.009766,0.001953,0.013672,0.037109,0.001953,0.003906,0.017578,0.007812,0.001953,0.029297,0.025391,0.011719,0.009766,0.015625,0.013672,0.003906,0.003906,0.003906,0.009766,0.019531,0.013672,0.001953,0.003906,0.009766,0.015625,0.048828,0.003906,0.003906,0.019531,0.011719,0.017578,0.025391,0.013672,0.011719,0.056641,0.050781,0.037109,0.02381,0.002933,0.003906,0.0,0.007812,0.003906,0.012121,0.005618,0.0,0.010081,0.023438,0.031311,0.042969,0.003906,0.015625,0.007859,0.027344,0.027174,0.005435,0.003906,0.027344,0.008677,0.00304,0.0,0.054688,0.011719,0.005859,0.021186,0.025391,0.021484,0.019531,0.011719,0.023438,0.003906,0.011719,0.013672,0.011719,0.011719,0.011719,0.011719,0.013672,0.019531,0.050781,0.003906,0.013672,0.011719,0.011719,0.01002,0.004237,0.009766,0.003906,0.021635,0.011933,0.005859,0.010526,0.026316,0.0,0.074219,0.072266,0.0,0.003984,0.019841,0.027344,0.019646,0.013672,0.011719,0.005525,0.01073,0.076172,0.002551,0.004274,0.005602,0.006173,0.009823,0.044922,0.015625,0.0,0.003906,0.011719,0.037109,0.017578,0.017578,0.010204,0.002024,0.0,0.048828,0.011719,0.0,0.0,0.009843,0.03125,0.062035,0.0,0.028953,0.0,0.0,0.0,0.022936,0.0,0.0,0.0,0.0,0.044922,0.003906,0.003906,0.011905,0.017301,0.012245,0.006993,0.006711,0.031142,0.031128,0.003906,0.023438,0.011719
UPI001CDD7851,0.033465,0.007874,0.007874,0.007874,0.007874,0.007874,0.007874,0.007874,0.007874,0.007874,0.007874,0.007874,0.0,0.007874,0.019685,0.043307,0.007874,0.009843,0.021654,0.01378,0.007874,0.035433,0.027559,0.001969,0.0,0.005906,0.019685,0.009843,0.009843,0.009843,0.0,0.025591,0.019685,0.007874,0.007874,0.0,0.021654,0.051181,0.009843,0.009843,0.025591,0.001969,0.023622,0.027559,0.003937,0.001969,0.059055,0.05315,0.035433,0.019048,0.02346,0.009843,0.0,0.005906,0.009843,0.016162,0.044944,0.0,0.008065,0.025591,0.035433,0.049213,0.009843,0.005906,0.019685,0.029528,0.021739,0.043478,0.009843,0.033465,0.015184,0.024316,0.0,0.057087,0.001969,0.011811,0.016949,0.023622,0.027559,0.009843,0.017717,0.025591,0.009843,0.001969,0.003937,0.001969,0.001969,0.001969,0.001969,0.019685,0.009843,0.057087,0.009843,0.003937,0.017717,0.001969,0.0,0.033898,0.015748,0.009843,0.033654,0.009547,0.011811,0.047368,0.021053,0.0,0.080709,0.07874,0.0,0.031873,0.015873,0.029528,0.033465,0.003937,0.001969,0.044199,0.008584,0.082677,0.002551,0.012821,0.011204,0.049383,0.021654,0.035433,0.021654,0.0,0.009843,0.001969,0.041339,0.023622,0.023622,0.002041,0.016194,0.013043,0.055118,0.001969,0.0,0.009843,0.0,0.033465,0.062035,0.0,0.022272,0.0,0.0,0.0,0.018349,0.0,0.0,0.0,0.0,0.051181,0.009843,0.005906,0.011905,0.013841,0.0,0.0,0.0,0.048443,0.035019,0.009843,0.01378,0.001969
